X,Y,ASCII,Foreground,Background
101,8, ,#000000,#000000
102,8, ,#000000,#000000
103,8, ,#000000,#000000
104,8, ,#000000,#000000
105,8, ,#000000,#000000
106,8, ,#000000,#000000
107,8, ,#000000,#000000
108,8, ,#000000,#000000
109,8, ,#000000,#000000
110,8, ,#000000,#000000
111,8, ,#000000,#000000
0,9,0,#000000,#000000
1,9, ,#000000,#000000
2,9, ,#000000,#000000
3,9, ,#000000,#000000
4,9, ,#000000,#000000
5,9, ,#000000,#000000
6,9, ,#000000,#000000
7,9, ,#000000,#000000
8,9, ,#000000,#000000
9,9, ,#000000,#000000
10,9, ,#000000,#000000
11,9, ,#000000,#000000
12,9, ,#000000,#000000
13,9, ,#000000,#000000
14,9, ,#000000,#000000
15,9, ,#000000,#000000
16,9, ,#000000,#000000
17,9, ,#000000,#000000
18,9, ,#000000,#000000
19,9, ,#000000,#000000
20,9, ,#000000,#000000
21,9, ,#000000,#000000
22,9, ,#000000,#000000
23,9, ,#000000,#000000
24,9, ,#000000,#000000
25,9, ,#000000,#000000
26,9, ,#000000,#000000
27,9, ,#000000,#000000
28,9, ,#000000,#000000
29,9, ,#000000,#000000
30,9, ,#000000,#000000
31,9, ,#000000,#000000
32,9, ,#000000,#000000
33,9, ,#000000,#000000
34,9, ,#000000,#000000
35,9, ,#000000,#000000
36,9, ,#000000,#000000
37,9, ,#000000,#000000
38,9, ,#000000,#000000
39,9, ,#000000,#000000
40,9, ,#000000,#000000
41,9, ,#000000,#000000
42,9, ,#000000,#000000
43,9, ,#000000,#000000
44,9, ,#000000,#000000
45,9, ,#000000,#000000
46,9, ,#000000,#000000
47,9, ,#000000,#000000
48,9, ,#000000,#000000
49,9, ,#000000,#000000
50,9, ,#000000,#000000
51,9, ,#000000,#000000
52,9, ,#000000,#000000
53,9,0,#000000,#000000
54,9, ,#000000,#000000
55,9, ,#000000,#000000
56,9, ,#000000,#000000
57,9, ,#000000,#000000
58,9, ,#000000,#000000
59,9, ,#000000,#000000
60,9, ,#000000,#000000
61,9, ,#000000,#000000
62,9, ,#000000,#000000
63,9, ,#000000,#000000
64,9, ,#000000,#000000
65,9, ,#000000,#000000
66,9, ,#000000,#000000
67,9, ,#000000,#000000
68,9, ,#000000,#000000
69,9, ,#000000,#000000
70,9, ,#000000,#000000
71,9, ,#000000,#000000
72,9, ,#000000,#000000
73,9, ,#000000,#000000
74,9, ,#000000,#000000
75,9, ,#000000,#000000
76,9, ,#000000,#000000
77,9, ,#000000,#000000
78,9, ,#000000,#000000
79,9, ,#000000,#000000
80,9, ,#000000,#000000
81,9, ,#000000,#000000
82,9, ,#000000,#000000
83,9, ,#000000,#000000
84,9, ,#000000,#000000
85,9, ,#000000,#000000
86,9, ,#000000,#000000
87,9, ,#000000,#000000
88,9, ,#000000,#000000
89,9, ,#000000,#000000
90,9, ,#000000,#000000
91,9, ,#000000,#000000
92,9, ,#000000,#000000
93,9, ,#000000,#000000
94,9, ,#000000,#000000
95,9,│,#FFFFFF,#000000
96,9, ,#000000,#000000
97,9,\,#FFFFFF,#000000
98,9, ,#000000,#000000
99,9, ,#000000,#000000
100,9, ,#000000,#000000
101,9, ,#000000,#000000
102,9, ,#000000,#000000
103,9, ,#000000,#000000
104,9, ,#000000,#000000
105,9, ,#000000,#000000
106,9, ,#000000,#000000
107,9, ,#000000,#000000
108,9, ,#000000,#000000
109,9, ,#000000,#000000
110,9, ,#000000,#000000
111,9, ,#000000,#000000
0,10,0,#000000,#000000
1,10,0,#000000,#000000
2,10,0,#000000,#000000
3,10,0,#000000,#000000
4,10,0,#000000,#000000
5,10,0,#000000,#000000
6,10,0,#000000,#000000
7,10,0,#000000,#000000
8,10,0,#000000,#000000
9,10,0,#000000,#000000
10,10,0,#000000,#000000
11,10,0,#000000,#000000
12,10,0,#000000,#000000
13,10,0,#000000,#000000
14,10,0,#000000,#000000
15,10,0,#000000,#000000
16,10,0,#000000,#000000
17,10,0,#000000,#000000
18,10,0,#000000,#000000
19,10,0,#000000,#000000
20,10,0,#000000,#000000
21,10,0,#000000,#000000
22,10,0,#000000,#000000
23,10,0,#000000,#000000
24,10,0,#000000,#000000
25,10,0,#000000,#000000
26,10,0,#000000,#000000
27,10,0,#000000,#000000
28,10,0,#000000,#000000
29,10,0,#000000,#000000
30,10,0,#000000,#000000
31,10,0,#000000,#000000
32,10,0,#000000,#000000
33,10,0,#000000,#000000
34,10,0,#000000,#000000
35,10,0,#000000,#000000
36,10,0,#000000,#000000
37,10,0,#000000,#000000
38,10,0,#000000,#000000
39,10,0,#000000,#000000
40,10,0,#000000,#000000
41,10,0,#000000,#000000
42,10,0,#000000,#000000
43,10, ,#000000,#000000
44,10, ,#000000,#000000
45,10, ,#000000,#000000
46,10, ,#000000,#000000
47,10, ,#000000,#000000
48,10, ,#000000,#000000
49,10,0,#000000,#000000
50,10,0,#000000,#000000
51,10,0,#000000,#000000
52,10,0,#000000,#000000
53,10,0,#000000,#000000
54,10,0,#000000,#000000
55,10,0,#000000,#000000
56,10,0,#000000,#000000
57,10,0,#000000,#000000
58,10,0,#000000,#000000
59,10,0,#000000,#000000
60,10,0,#000000,#000000
61,10,0,#000000,#000000
62,10,0,#000000,#000000
63,10,0,#000000,#000000
64,10,0,#000000,#000000
65,10,0,#000000,#000000
66,10,0,#000000,#000000
67,10,0,#000000,#000000
68,10,0,#000000,#000000
69,10,0,#000000,#000000
70,10,0,#000000,#000000
71,10,0,#000000,#000000
72,10,0,#000000,#000000
73,10,0,#000000,#000000
74,10,0,#000000,#000000
75,10,0,#000000,#000000
76,10,0,#000000,#000000
77,10,0,#000000,#000000
78,10,0,#000000,#000000
79,10,0,#000000,#000000
80,10,0,#000000,#000000
81,10,0,#000000,#000000
82,10,0,#000000,#000000
83,10,0,#000000,#000000
84,10,0,#000000,#000000
85,10,0,#000000,#000000
86,10,0,#000000,#000000
87,10,0,#000000,#000000
88,10,0,#000000,#000000
89,10,0,#000000,#000000
90,10,0,#000000,#000000
91,10,0,#000000,#000000
92,10,0,#000000,#000000
93,10,0,#000000,#000000
94,10,0,#000000,#000000
95,10,│,#FFFFFF,#000000
96,10,0,#000000,#000000
97,10,0,#000000,#000000
98,10,\,#FFFFFF,#000000
99,10,0,#000000,#000000
100,10,0,#000000,#000000
101,10,0,#000000,#000000
102,10,0,#000000,#000000
103,10,0,#000000,#000000
104,10,0,#000000,#000000
105,10,0,#000000,#000000
106,10,0,#000000,#000000
107,10,0,#000000,#000000
108,10,0,#000000,#000000
109,10,0,#000000,#000000
110,10,0,#000000,#000000
111,10,0,#000000,#000000
0,11,0,#000000,#000000
1,11,0,#000000,#000000
2,11,0,#000000,#000000
3,11,0,#000000,#000000
4,11,0,#000000,#000000
5,11,0,#000000,#000000
6,11,0,#000000,#000000
7,11,0,#000000,#000000
8,11,0,#000000,#000000
9,11,0,#000000,#000000
10,11,0,#000000,#000000
11,11,0,#000000,#000000
12,11,0,#000000,#000000
13,11,0,#000000,#000000
14,11,0,#000000,#000000
15,11,0,#000000,#000000
16,11,0,#000000,#000000
17,11,0,#000000,#000000
18,11,0,#000000,#000000
19,11,0,#000000,#000000
20,11,0,#000000,#000000
21,11,0,#000000,#000000
22,11,0,#000000,#000000
23,11,0,#000000,#000000
24,11,0,#000000,#000000
25,11,0,#000000,#000000
26,11,0,#000000,#000000
27,11,0,#000000,#000000
28,11,0,#000000,#000000
29,11,0,#000000,#000000
30,11,0,#000000,#000000
31,11,0,#000000,#000000
32,11,0,#000000,#000000
33,11,0,#000000,#000000
34,11,0,#000000,#000000
35,11,0,#000000,#000000
36,11,0,#000000,#000000
37,11,0,#000000,#000000
38,11,0,#000000,#000000
39,11,0,#000000,#000000
40,11,0,#000000,#000000
41,11,0,#000000,#000000
42,11,0,#000000,#000000
43,11, ,#000000,#000000
44,11,0,#000000,#000000
45,11,0,#000000,#000000
46,11,0,#000000,#000000
47,11, ,#000000,#000000
48,11, ,#000000,#000000
49,11, ,#000000,#000000
50,11,0,#000000,#000000
51,11,0,#000000,#000000
52,11,0,#000000,#000000
53,11,0,#000000,#000000
54,11,0,#000000,#000000
55,11,0,#000000,#000000
56,11,0,#000000,#000000
57,11,0,#000000,#000000
58,11,0,#000000,#000000
59,11,0,#000000,#000000
60,11,0,#000000,#000000
61,11,0,#000000,#000000
62,11,0,#000000,#000000
63,11,0,#000000,#000000
64,11,0,#000000,#000000
65,11,0,#000000,#000000
66,11,0,#000000,#000000
67,11,0,#000000,#000000
68,11,0,#000000,#000000
69,11,0,#000000,#000000
70,11,0,#000000,#000000
71,11,0,#000000,#000000
72,11,0,#000000,#000000
73,11,0,#000000,#000000
74,11,0,#000000,#000000
75,11,0,#000000,#000000
76,11,0,#000000,#000000
77,11,0,#000000,#000000
78,11,0,#000000,#000000
79,11,0,#000000,#000000
80,11,0,#000000,#000000
81,11,0,#000000,#000000
82,11,0,#000000,#000000
83,11,0,#000000,#000000
84,11,0,#000000,#000000
85,11,0,#000000,#000000
86,11,0,#000000,#000000
87,11,0,#000000,#000000
88,11,0,#000000,#000000
89,11,0,#000000,#000000
90,11,0,#000000,#000000
91,11,0,#000000,#000000
92,11,0,#000000,#000000
93,11,0,#000000,#000000
94,11,0,#000000,#000000
95,11,│,#FFFFFF,#000000
96,11,0,#000000,#000000
97,11,0,#000000,#000000
98,11,0,#000000,#000000
99,11,\,#FFFFFF,#000000
100,11,ö,#FFFFFF,#000000
101,11,0,#000000,#000000
102,11,0,#000000,#000000
103,11,0,#000000,#000000
104,11,0,#000000,#000000
105,11,0,#000000,#000000
106,11,0,#000000,#000000
107,11,0,#000000,#000000
108,11,0,#000000,#000000
109,11,0,#000000,#000000
110,11,0,#000000,#000000
111,11,0,#000000,#000000
0,12,0,#000000,#000000
1,12,0,#000000,#000000
2,12,0,#000000,#000000
3,12,0,#000000,#000000
4,12,0,#000000,#000000
5,12,0,#000000,#000000
6,12,0,#000000,#000000
7,12,0,#000000,#000000
8,12,0,#000000,#000000
9,12,0,#000000,#000000
10,12,0,#000000,#000000
11,12,0,#000000,#000000
12,12,0,#000000,#000000
13,12,0,#000000,#000000
14,12,0,#000000,#000000
15,12,0,#000000,#000000
16,12,0,#000000,#000000
17,12,0,#000000,#000000
18,12,0,#000000,#000000
19,12,0,#000000,#000000
20,12,0,#000000,#000000
21,12,0,#000000,#000000
22,12,0,#000000,#000000
23,12,0,#000000,#000000
24,12,0,#000000,#000000
25,12,0,#000000,#000000
26,12,0,#000000,#000000
27,12,0,#000000,#000000
28,12,0,#000000,#000000
29,12,0,#000000,#000000
30,12,0,#000000,#000000
31,12,0,#000000,#000000
32,12,0,#000000,#000000
33,12,0,#000000,#000000
34,12,0,#000000,#000000
35,12,0,#000000,#000000
36,12,0,#000000,#000000
37,12,0,#000000,#000000
38,12,0,#000000,#000000
39,12,0,#000000,#000000
40,12,0,#000000,#000000
41,12,0,#000000,#000000
42,12,0,#000000,#000000
43,12, ,#000000,#000000
44,12, ,#000000,#000000
45,12, ,#000000,#000000
46,12, ,#000000,#000000
47,12, ,#000000,#000000
48,12, ,#000000,#000000
49,12, ,#000000,#000000
50,12,0,#000000,#000000
51,12,0,#000000,#000000
52,12,0,#000000,#000000
53,12,0,#000000,#000000
54,12,0,#000000,#000000
55,12,0,#000000,#000000
56,12,0,#000000,#000000
57,12,0,#000000,#000000
58,12,0,#000000,#000000
59,12,0,#000000,#000000
60,12,0,#000000,#000000
61,12,0,#000000,#000000
62,12,0,#000000,#000000
63,12,0,#000000,#000000
64,12,0,#000000,#000000
65,12,0,#000000,#000000
66,12,0,#000000,#000000
67,12,0,#000000,#000000
68,12,0,#000000,#000000
69,12,0,#000000,#000000
70,12,0,#000000,#000000
71,12,0,#000000,#000000
72,12,0,#000000,#000000
73,12,0,#000000,#000000
74,12,0,#000000,#000000
75,12,0,#000000,#000000
76,12,0,#000000,#000000
77,12,0,#000000,#000000
78,12,0,#000000,#000000
79,12,0,#000000,#000000
80,12,0,#000000,#000000
81,12,0,#000000,#000000
82,12,0,#000000,#000000
83,12,0,#000000,#000000
84,12,0,#000000,#000000
85,12,0,#000000,#000000
86,12,0,#000000,#000000
87,12,0,#000000,#000000
88,12,0,#000000,#000000
89,12,0,#000000,#000000
90,12,0,#000000,#000000
91,12,0,#000000,#000000
92,12,0,#000000,#000000
93,12,0,#000000,#000000
94,12,0,#000000,#000000
95,12,│,#FFFFFF,#000000
96,12,0,#000000,#000000
97,12,0,#000000,#000000
98,12,0,#000000,#000000
99,12,0,#000000,#000000
100,12,┤,#FFFFFF,#000000
101,12,0,#000000,#000000
102,12,0,#000000,#000000
103,12,0,#000000,#000000
104,12,0,#000000,#000000
105,12,0,#000000,#000000
106,12,0,#000000,#000000
107,12,0,#000000,#000000
108,12,0,#000000,#000000
109,12,0,#000000,#000000
110,12,0,#000000,#000000
111,12,0,#000000,#000000
0,13,0,#000000,#000000
1,13,0,#000000,#000000
2,13,0,#000000,#000000
3,13,0,#000000,#000000
4,13,0,#000000,#000000
5,13,0,#000000,#000000
6,13,0,#000000,#000000
7,13,0,#000000,#000000
8,13,0,#000000,#000000
9,13,0,#000000,#000000
10,13,0,#000000,#000000
11,13,0,#000000,#000000
12,13,0,#000000,#000000
13,13,0,#000000,#000000
14,13,0,#000000,#000000
15,13,0,#000000,#000000
16,13,0,#000000,#000000
17,13,0,#000000,#000000
18,13,0,#000000,#000000
19,13,0,#000000,#000000
20,13,0,#000000,#000000
21,13,0,#000000,#000000
22,13,0,#000000,#000000
23,13,0,#000000,#000000
24,13,0,#000000,#000000
25,13,0,#000000,#000000
26,13,0,#000000,#000000
27,13,0,#000000,#000000
28,13,0,#000000,#000000
29,13,0,#000000,#000000
30,13,0,#000000,#000000
31,13,0,#000000,#000000
32,13,0,#000000,#000000
33,13,0,#000000,#000000
34,13,0,#000000,#000000
35,13,0,#000000,#000000
36,13,0,#000000,#000000
37,13,0,#000000,#000000
38,13,0,#000000,#000000
39,13,0,#000000,#000000
40,13,0,#000000,#000000
41,13,0,#000000,#000000
42,13,0,#000000,#000000
43,13, ,#000000,#000000
44,13,0,#000000,#000000
45,13,0,#000000,#000000
46,13,0,#000000,#000000
47,13, ,#000000,#000000
48,13, ,#000000,#000000
49,13, ,#000000,#000000
50,13,0,#000000,#000000
51,13,0,#000000,#000000
52,13,0,#000000,#000000
53,13,0,#000000,#000000
54,13,0,#000000,#000000
55,13,0,#000000,#000000
56,13,0,#000000,#000000
57,13,0,#000000,#000000
58,13,0,#000000,#000000
59,13,0,#000000,#000000
60,13,0,#000000,#000000
61,13,0,#000000,#000000
62,13,0,#000000,#000000
63,13,0,#000000,#000000
64,13,0,#000000,#000000
65,13,0,#000000,#000000
66,13,0,#000000,#000000
67,13,0,#000000,#000000
68,13,0,#000000,#000000
69,13,0,#000000,#000000
70,13,0,#000000,#000000
71,13,0,#000000,#000000
72,13,0,#000000,#000000
73,13,0,#000000,#000000
74,13,0,#000000,#000000
75,13,0,#000000,#000000
76,13,0,#000000,#000000
77,13,0,#000000,#000000
78,13,0,#000000,#000000
79,13,0,#000000,#000000
80,13,0,#000000,#000000
81,13,0,#000000,#000000
82,13,0,#000000,#000000
83,13,0,#000000,#000000
84,13,0,#000000,#000000
85,13,0,#000000,#000000
86,13,0,#000000,#000000
87,13,0,#000000,#000000
88,13,0,#000000,#000000
89,13,0,#000000,#000000
90,13,0,#000000,#000000
91,13,0,#000000,#000000
92,13,0,#000000,#000000
93,13,0,#000000,#000000
94,13,0,#000000,#000000
95,13,│,#FFFFFF,#000000
96,13,0,#000000,#000000
97,13,0,#000000,#000000
98,13,0,#000000,#000000
99,13,─,#FFFFFF,#000000
100,13,┘,#FFFFFF,#000000
101,13,0,#000000,#000000
102,13,0,#000000,#000000
103,13,0,#000000,#000000
104,13,0,#000000,#000000
105,13,0,#000000,#000000
106,13,0,#000000,#000000
107,13,0,#000000,#000000
108,13,0,#000000,#000000
109,13,0,#000000,#000000
110,13,0,#000000,#000000
111,13,0,#000000,#000000
0,14,0,#000000,#000000
1,14,0,#000000,#000000
2,14, ,#000000,#000000
3,14, ,#000000,#000000
4,14, ,#000000,#000000
5,14, ,#000000,#000000
6,14, ,#000000,#000000
7,14, ,#000000,#000000
8,14, ,#000000,#000000
9,14, ,#000000,#000000
10,14, ,#000000,#000000
11,14, ,#000000,#000000
12,14, ,#000000,#000000
13,14, ,#000000,#000000
14,14, ,#000000,#000000
15,14, ,#000000,#000000
16,14, ,#000000,#000000
17,14, ,#000000,#000000
18,14, ,#000000,#000000
19,14, ,#000000,#000000
20,14, ,#000000,#000000
21,14, ,#000000,#000000
22,14, ,#000000,#000000
23,14, ,#000000,#000000
24,14, ,#000000,#000000
25,14, ,#000000,#000000
26,14, ,#000000,#000000
27,14, ,#000000,#000000
28,14, ,#000000,#000000
29,14, ,#000000,#000000
30,14, ,#000000,#000000
31,14, ,#000000,#000000
32,14, ,#000000,#000000
33,14, ,#000000,#000000
34,14, ,#000000,#000000
35,14, ,#000000,#000000
36,14, ,#000000,#000000
37,14, ,#000000,#000000
38,14, ,#000000,#000000
39,14, ,#000000,#000000
40,14, ,#000000,#000000
41,14, ,#000000,#000000
42,14, ,#000000,#000000
43,14, ,#000000,#000000
44,14, ,#000000,#000000
45,14, ,#000000,#000000
46,14, ,#000000,#000000
47,14, ,#000000,#000000
48,14, ,#000000,#000000
49,14, ,#000000,#000000
50,14, ,#000000,#000000
51,14, ,#000000,#000000
52,14, ,#000000,#000000
53,14,0,#000000,#000000
54,14,0,#000000,#000000
55,14, ,#000000,#000000
56,14, ,#000000,#000000
57,14, ,#000000,#000000
58,14, ,#000000,#000000
59,14, ,#000000,#000000
60,14, ,#000000,#000000
61,14, ,#000000,#000000
62,14, ,#000000,#000000
63,14, ,#000000,#000000
64,14, ,#000000,#000000
65,14, ,#000000,#000000
66,14, ,#000000,#000000
67,14, ,#000000,#000000
68,14, ,#000000,#000000
69,14, ,#000000,#000000
70,14, ,#000000,#000000
71,14, ,#000000,#000000
72,14, ,#000000,#000000
73,14, ,#000000,#000000
74,14, ,#000000,#000000
75,14, ,#000000,#000000
76,14, ,#000000,#000000
77,14, ,#000000,#000000
78,14, ,#000000,#000000
79,14, ,#000000,#000000
80,14, ,#000000,#000000
81,14, ,#000000,#000000
82,14, ,#000000,#000000
83,14, ,#000000,#000000
84,14, ,#000000,#000000
85,14, ,#000000,#000000
86,14, ,#000000,#000000
87,14, ,#000000,#000000
88,14, ,#000000,#000000
89,14, ,#000000,#000000
90,14, ,#000000,#000000
91,14, ,#000000,#000000
92,14, ,#000000,#000000
93,14, ,#000000,#000000
94,14, ,#000000,#000000
95,14,│,#FFFFFF,#000000
96,14, ,#000000,#000000
97,14, ,#000000,#000000
98,14, ,#000000,#000000
99,14, ,#FFFFFF,#000000
100,14,╔,#402000,#000000
101,14,═,#402000,#000000
102,14,╦,#402000,#000000
103,14,═,#402000,#000000
104,14,╦,#402000,#000000
105,14,═,#402000,#000000
106,14,╦,#402000,#000000
107,14,═,#402000,#000000
108,14,╦,#402000,#000000
109,14,═,#402000,#000000
110,14,╦,#402000,#000000
111,14,═,#402000,#000000
0,15,0,#000000,#000000
1,15,0,#000000,#000000
2,15,0,#000000,#000000
3,15,0,#000000,#000000
4,15,0,#000000,#000000
5,15,0,#000000,#000000
6,15,0,#000000,#000000
7,15,0,#000000,#000000
8,15,0,#000000,#000000
9,15,0,#000000,#000000
10,15,0,#000000,#000000
11,15,0,#000000,#000000
12,15,0,#000000,#000000
13,15,0,#000000,#000000
14,15,0,#000000,#000000
15,15,0,#000000,#000000
16,15,0,#000000,#000000
17,15,0,#000000,#000000
18,15,0,#000000,#000000
19,15,0,#000000,#000000
20,15,0,#000000,#000000
21,15,0,#000000,#000000
22,15,0,#000000,#000000
23,15,0,#000000,#000000
24,15,0,#000000,#000000
25,15,0,#000000,#000000
26,15,0,#000000,#000000
27,15,0,#000000,#000000
28,15,0,#000000,#000000
29,15,0,#000000,#000000
30,15,0,#000000,#000000
31,15,0,#000000,#000000
32,15,0,#000000,#000000
33,15,0,#000000,#000000
34,15,0,#000000,#000000
35,15,0,#000000,#000000
36,15,0,#000000,#000000
37,15,0,#000000,#000000
38,15,0,#000000,#000000
39,15,0,#000000,#000000
40,15,0,#000000,#000000
41,15,0,#000000,#000000
42,15,0,#000000,#000000
43,15, ,#000000,#000000
44,15,0,#000000,#000000
45,15,0,#000000,#000000
46,15,0,#000000,#000000
47,15,0,#000000,#000000
48,15, ,#000000,#000000
49,15,0,#000000,#000000
50,15, ,#000000,#000000
51,15, ,#000000,#000000
52,15, ,#000000,#000000
53,15,0,#000000,#000000
54,15,0,#000000,#000000
55,15,0,#000000,#000000
56,15,0,#000000,#000000
57,15,0,#000000,#000000
58,15,0,#000000,#000000
59,15,0,#000000,#000000
60,15,0,#000000,#000000
61,15,0,#000000,#000000
62,15,0,#000000,#000000
63,15,0,#000000,#000000
64,15,0,#000000,#000000
65,15,0,#000000,#000000
66,15,0,#000000,#000000
67,15,0,#000000,#000000
68,15,0,#000000,#000000
69,15,0,#000000,#000000
70,15,0,#000000,#000000
71,15,0,#000000,#000000
72,15,0,#000000,#000000
73,15,0,#000000,#000000
74,15,0,#000000,#000000
75,15,0,#000000,#000000
76,15,0,#000000,#000000
77,15,0,#000000,#000000
78,15,0,#000000,#000000
79,15,0,#000000,#000000
80,15,0,#000000,#000000
81,15,0,#000000,#000000
82,15,0,#000000,#000000
83,15,0,#000000,#000000
84,15,0,#000000,#000000
85,15,0,#000000,#000000
86,15,0,#000000,#000000
87,15,0,#000000,#000000
88,15,0,#000000,#000000
89,15,0,#000000,#000000
90,15,0,#000000,#000000
91,15,0,#000000,#000000
92,15,0,#000000,#000000
93,15,0,#000000,#000000
94,15,0,#000000,#000000
95,15,│,#FFFFFF,#000000
96,15,0,#000000,#000000
97,15,0,#000000,#000000
98,15,0,#000000,#000000
99,15,0,#000000,#000000
100,15,║,#402000,#000000
101,15,0,#000000,#000000
102,15,║,#402000,#000000
103,15,0,#000000,#000000
104,15,║,#402000,#000000
105,15,0,#000000,#000000
106,15,║,#402000,#000000
107,15,0,#000000,#000000
108,15,║,#402000,#000000
109,15,0,#000000,#000000
110,15,║,#402000,#000000
111,15,0,#000000,#000000
0,16, ,#000000,#000000
1,16, ,#000000,#000000
2,16, ,#000000,#000000
3,16, ,#000000,#000000
4,16, ,#000000,#000000
5,16, ,#000000,#000000
6,16, ,#000000,#000000
7,16, ,#000000,#000000
8,16, ,#000000,#000000
9,16, ,#000000,#000000
10,16, ,#000000,#000000
11,16, ,#000000,#000000
12,16, ,#000000,#000000
13,16, ,#000000,#000000
14,16, ,#000000,#000000
15,16, ,#000000,#000000
16,16, ,#000000,#000000
17,16, ,#000000,#000000
18,16, ,#000000,#000000
19,16, ,#000000,#000000
20,16, ,#000000,#000000
21,16, ,#000000,#000000
22,16, ,#000000,#000000
23,16, ,#000000,#000000
24,16, ,#000000,#000000
25,16, ,#000000,#000000
26,16, ,#000000,#000000
27,16, ,#000000,#000000
28,16, ,#000000,#000000
29,16, ,#000000,#000000
30,16, ,#000000,#000000
31,16, ,#000000,#000000
32,16, ,#000000,#000000
33,16, ,#000000,#000000
34,16, ,#000000,#000000
35,16, ,#000000,#000000
36,16, ,#000000,#000000
37,16, ,#000000,#000000
38,16, ,#000000,#000000
39,16, ,#000000,#000000
40,16, ,#000000,#000000
41,16, ,#000000,#000000
42,16, ,#000000,#000000
43,16, ,#000000,#000000
44,16, ,#000000,#000000
45,16, ,#000000,#000000
46,16, ,#000000,#000000
47,16, ,#000000,#000000
48,16, ,#000000,#000000
49,16, ,#000000,#000000
50,16, ,#000000,#000000
51,16, ,#000000,#000000
52,16, ,#000000,#000000
53,16, ,#000000,#000000
54,16, ,#000000,#000000
55,16, ,#000000,#000000
56,16, ,#000000,#000000
57,16, ,#000000,#000000
58,16, ,#000000,#000000
59,16, ,#000000,#000000
60,16, ,#000000,#000000
61,16, ,#000000,#000000
62,16, ,#000000,#000000
63,16, ,#000000,#000000
64,16, ,#000000,#000000
65,16, ,#000000,#000000
66,16, ,#000000,#000000
67,16, ,#000000,#000000
68,16, ,#000000,#000000
69,16, ,#000000,#000000
70,16, ,#000000,#000000
71,16, ,#000000,#000000
72,16, ,#000000,#000000
73,16, ,#000000,#000000
74,16, ,#000000,#000000
75,16, ,#000000,#000000
76,16, ,#000000,#000000
77,16, ,#000000,#000000
78,16, ,#000000,#000000
79,16, ,#000000,#000000
80,16, ,#000000,#000000
81,16, ,#000000,#000000
82,16, ,#000000,#000000
83,16, ,#000000,#000000
84,16, ,#000000,#000000
85,16, ,#000000,#000000
86,16, ,#000000,#000000
87,16, ,#000000,#000000
88,16, ,#000000,#000000
89,16, ,#000000,#000000
90,16, ,#000000,#000000
91,16, ,#000000,#000000
92,16, ,#000000,#000000
93,16, ,#000000,#000000
94,16, ,#000000,#000000
95,16,│,#FFFFFF,#000000
96,16, ,#000000,#000000
97,16, ,#000000,#000000
98,16, ,#000000,#000000
99,16, ,#000000,#000000
100,16,║,#402000,#000000
101,16, ,#000000,#000000
102,16,║,#402000,#000000
103,16, ,#000000,#000000
104,16,║,#402000,#000000
105,16, ,#000000,#000000
106,16,║,#402000,#000000
107,16, ,#000000,#000000
108,16,║,#402000,#000000
109,16, ,#000000,#000000
110,16,║,#402000,#000000
111,16, ,#000000,#000000
0,17,~,#66B2FF,#333333
1,17,~,#66B2FF,#333333
2,17,~,#66B2FF,#333333
3,17,~,#66B2FF,#333333
4,17,~,#66B2FF,#333333
5,17,~,#66B2FF,#333333
6,17,~,#66B2FF,#333333
7,17,~,#66B2FF,#333333
8,17,~,#66B2FF,#333333
9,17,~,#66B2FF,#333333
10,17,~,#66B2FF,#333333
11,17,~,#66B2FF,#333333
12,17,~,#66B2FF,#333333
13,17,~,#66B2FF,#333333
14,17,~,#66B2FF,#333333
15,17,~,#66B2FF,#333333
16,17,~,#66B2FF,#333333
17,17,~,#66B2FF,#333333
18,17,~,#66B2FF,#333333
19,17,~,#66B2FF,#333333
20,17,~,#66B2FF,#333333
21,17,~,#66B2FF,#333333
22,17,~,#66B2FF,#333333
23,17,~,#66B2FF,#333333
24,17,~,#66B2FF,#333333
25,17,~,#66B2FF,#333333
26,17,~,#66B2FF,#333333
27,17,~,#66B2FF,#333333
28,17,~,#66B2FF,#333333
29,17,~,#66B2FF,#333333
30,17,~,#66B2FF,#333333
31,17,~,#66B2FF,#333333
32,17,~,#66B2FF,#333333
33,17,~,#66B2FF,#333333
34,17,~,#66B2FF,#333333
35,17,~,#66B2FF,#333333
36,17,~,#66B2FF,#333333
37,17,~,#66B2FF,#333333
38,17,~,#66B2FF,#333333
39,17,~,#66B2FF,#333333
40,17,~,#66B2FF,#333333
41,17,~,#66B2FF,#333333
42,17,~,#66B2FF,#333333
43,17,~,#66B2FF,#333333
44,17,~,#66B2FF,#333333
45,17,~,#66B2FF,#333333
46,17,~,#66B2FF,#333333
47,17,~,#66B2FF,#333333
48,17,~,#66B2FF,#333333
49,17,~,#66B2FF,#333333
50,17,~,#66B2FF,#333333
51,17,~,#66B2FF,#333333
52,17,~,#66B2FF,#333333
53,17,~,#66B2FF,#333333
54,17,~,#66B2FF,#333333
55,17,~,#66B2FF,#333333
56,17,~,#66B2FF,#333333
57,17,~,#66B2FF,#333333
58,17,~,#66B2FF,#333333
59,17,~,#66B2FF,#333333
60,17,~,#66B2FF,#333333
61,17,~,#66B2FF,#333333
62,17,~,#66B2FF,#333333
63,17,~,#66B2FF,#333333
64,17,~,#66B2FF,#333333
65,17,~,#66B2FF,#333333
66,17,~,#66B2FF,#333333
67,17,~,#66B2FF,#333333
68,17,~,#66B2FF,#333333
69,17,~,#66B2FF,#333333
70,17,~,#66B2FF,#333333
